x_IR_A, y_IR_A, x_IR_B, y_IR_B, x_IR_C, y_IR_C
3334.11277,1.03303,3334.11277,1.03061,3334.11277,1.04002
3332.18443,1.03320,3332.18443,1.03052,3332.18443,1.04007
3330.25608,1.03323,3330.25608,1.03052,3330.25608,1.04008
3328.32773,1.03326,3328.32773,1.03065,3328.32773,1.04010
3326.39938,1.03342,3326.39938,1.03072,3326.39938,1.04013
3324.47104,1.03356,3324.47104,1.03067,3324.47104,1.04008
3322.54269,1.03356,3322.54269,1.03068,3322.54269,1.03998
3320.61434,1.03350,3320.61434,1.03078,3320.61434,1.03992
3318.68599,1.03350,3318.68599,1.03084,3318.68599,1.03992
3316.75765,1.03352,3316.75765,1.03088,3316.75765,1.03990
3314.82930,1.03349,3314.82930,1.03099,3314.82930,1.03980
3312.90095,1.03357,3312.90095,1.03100,3312.90095,1.03973
3310.97260,1.03375,3310.97260,1.03075,3310.97260,1.03980
3309.04426,1.03395,3309.04426,1.03052,3309.04426,1.03993
3307.11591,1.03415,3307.11591,1.03046,3307.11591,1.03996
3305.18756,1.03413,3305.18756,1.03044,3305.18756,1.03983
3303.25921,1.03387,3303.25921,1.03038,3303.25921,1.03968
3301.33087,1.03370,3301.33087,1.03040,3301.33087,1.03960
3299.40252,1.03374,3299.40252,1.03058,3299.40252,1.03961
3297.47417,1.03394,3297.47417,1.03081,3297.47417,1.03969
3295.54582,1.03412,3295.54582,1.03094,3295.54582,1.03982
3293.61748,1.03422,3293.61748,1.03094,3293.61748,1.03991
3291.68913,1.03430,3291.68913,1.03092,3291.68913,1.04001
3289.76078,1.03434,3289.76078,1.03088,3289.76078,1.04010
3287.83243,1.03419,3287.83243,1.03081,3287.83243,1.04000
3285.90409,1.03403,3285.90409,1.03080,3285.90409,1.03980
3283.97574,1.03407,3283.97574,1.03087,3283.97574,1.03974
3282.04739,1.03429,3282.04739,1.03095,3282.04739,1.03987
3280.11904,1.03451,3280.11904,1.03094,3280.11904,1.04004
3278.19070,1.03458,3278.19070,1.03086,3278.19070,1.04012
3276.26235,1.03448,3276.26235,1.03078,3276.26235,1.04003
3274.33400,1.03433,3274.33400,1.03072,3274.33400,1.03986
3272.40565,1.03423,3272.40565,1.03062,3272.40565,1.03975
3270.47731,1.03425,3270.47731,1.03055,3270.47731,1.03978
3268.54896,1.03438,3268.54896,1.03057,3268.54896,1.03992
3266.62061,1.03461,3266.62061,1.03067,3266.62061,1.04008
3264.69226,1.03486,3264.69226,1.03083,3264.69226,1.04017
3262.76392,1.03494,3262.76392,1.03090,3262.76392,1.04006
3260.83557,1.03477,3260.83557,1.03086,3260.83557,1.03983
3258.90722,1.03460,3258.90722,1.03078,3258.90722,1.03975
3256.97887,1.03459,3256.97887,1.03073,3256.97887,1.03989
3255.05053,1.03457,3255.05053,1.03073,3255.05053,1.04002
3253.12218,1.03448,3253.12218,1.03072,3253.12218,1.03996
3251.19383,1.03438,3251.19383,1.03065,3251.19383,1.03977
3249.26548,1.03432,3249.26548,1.03058,3249.26548,1.03962
3247.33714,1.03445,3247.33714,1.03052,3247.33714,1.03960
3245.40879,1.03466,3245.40879,1.03055,3245.40879,1.03971
3243.48044,1.03476,3243.48044,1.03056,3243.48044,1.03982
3241.55209,1.03467,3241.55209,1.03052,3241.55209,1.03987
3239.62375,1.03463,3239.62375,1.03057,3239.62375,1.03992
3237.69540,1.03470,3237.69540,1.03071,3237.69540,1.03999
3235.76705,1.03478,3235.76705,1.03075,3235.76705,1.03995
3233.83870,1.03482,3233.83870,1.03064,3233.83870,1.03986
3231.91036,1.03474,3231.91036,1.03058,3231.91036,1.03982
3229.98201,1.03458,3229.98201,1.03067,3229.98201,1.03981
3228.05366,1.03448,3228.05366,1.03083,3228.05366,1.03978
3226.12531,1.03447,3226.12531,1.03090,3226.12531,1.03980
3224.19697,1.03451,3224.19697,1.03082,3224.19697,1.03984
3222.26862,1.03458,3222.26862,1.03068,3222.26862,1.03982
3220.34027,1.03463,3220.34027,1.03058,3220.34027,1.03977
3218.41192,1.03470,3218.41192,1.03049,3218.41192,1.03983
3216.48358,1.03472,3216.48358,1.03047,3216.48358,1.03994
3214.55523,1.03469,3214.55523,1.03054,3214.55523,1.03995
3212.62688,1.03475,3212.62688,1.03052,3212.62688,1.03990
3210.69853,1.03473,3210.69853,1.03039,3210.69853,1.03994
3208.77019,1.03457,3208.77019,1.03029,3208.77019,1.03998
3206.84184,1.03439,3206.84184,1.03027,3206.84184,1.03993
3204.91349,1.03427,3204.91349,1.03037,3204.91349,1.03986
3202.98514,1.03428,3202.98514,1.03054,3202.98514,1.03987
3201.05680,1.03435,3201.05680,1.03073,3201.05680,1.03993
3199.12845,1.03436,3199.12845,1.03088,3199.12845,1.03994
3197.20010,1.03435,3197.20010,1.03099,3197.20010,1.03991
3195.27176,1.03436,3195.27176,1.03097,3195.27176,1.03987
3193.34341,1.03426,3193.34341,1.03078,3193.34341,1.03979
3191.41506,1.03407,3191.41506,1.03048,3191.41506,1.03971
3189.48671,1.03390,3189.48671,1.03028,3189.48671,1.03965
3187.55837,1.03384,3187.55837,1.03026,3187.55837,1.03954
3185.63002,1.03390,3185.63002,1.03028,3185.63002,1.03944
3183.70167,1.03399,3183.70167,1.03018,3183.70167,1.03944
3181.77332,1.03410,3181.77332,1.03010,3181.77332,1.03951
3179.84498,1.03423,3179.84498,1.03026,3179.84498,1.03959
3177.91663,1.03429,3177.91663,1.03052,3177.91663,1.03959
3175.98828,1.03423,3175.98828,1.03057,3175.98828,1.03949
3174.05993,1.03419,3174.05993,1.03046,3174.05993,1.03939
3172.13159,1.03437,3172.13159,1.03037,3172.13159,1.03946
3170.20324,1.03466,3170.20324,1.03033,3170.20324,1.03966
3168.27489,1.03477,3168.27489,1.03022,3168.27489,1.03972
3166.34654,1.03476,3166.34654,1.03005,3166.34654,1.03958
3164.41820,1.03481,3164.41820,1.03004,3164.41820,1.03950
3162.48985,1.03484,3162.48985,1.03020,3162.48985,1.03956
3160.56150,1.03479,3160.56150,1.03023,3160.56150,1.03959
3158.63315,1.03478,3158.63315,1.03010,3158.63315,1.03951
3156.70481,1.03477,3156.70481,1.03005,3156.70481,1.03947
3154.77646,1.03472,3154.77646,1.03017,3154.77646,1.03957
3152.84811,1.03465,3152.84811,1.03027,3152.84811,1.03973
3150.91976,1.03448,3150.91976,1.03024,3150.91976,1.03981
3148.99142,1.03422,3148.99142,1.03017,3148.99142,1.03979
3147.06307,1.03396,3147.06307,1.03018,3147.06307,1.03970
3145.13472,1.03371,3145.13472,1.03021,3145.13472,1.03961
3143.20637,1.03342,3143.20637,1.03017,3143.20637,1.03957
3141.27803,1.03306,3141.27803,1.03011,3141.27803,1.03959
3139.34968,1.03263,3139.34968,1.03010,3139.34968,1.03959
3137.42133,1.03222,3137.42133,1.03010,3137.42133,1.03953
3135.49298,1.03181,3135.49298,1.03006,3135.49298,1.03950
3133.56464,1.03136,3133.56464,1.02996,3133.56464,1.03958
3131.63629,1.03080,3131.63629,1.02987,3131.63629,1.03966
3129.70794,1.03000,3129.70794,1.02979,3129.70794,1.03964
3127.77959,1.02907,3127.77959,1.02969,3127.77959,1.03960
3125.85125,1.02820,3125.85125,1.02966,3125.85125,1.03959
3123.92290,1.02727,3123.92290,1.02973,3123.92290,1.03952
3121.99455,1.02621,3121.99455,1.02972,3121.99455,1.03939
3120.06620,1.02500,3120.06620,1.02954,3120.06620,1.03931
3118.13786,1.02366,3118.13786,1.02945,3118.13786,1.03931
3116.20951,1.02242,3116.20951,1.02953,3116.20951,1.03937
3114.28116,1.02136,3114.28116,1.02961,3114.28116,1.03937
3112.35281,1.02030,3112.35281,1.02959,3112.35281,1.03927
3110.42447,1.01923,3110.42447,1.02949,3110.42447,1.03921
3108.49612,1.01829,3108.49612,1.02941,3108.49612,1.03928
3106.56777,1.01731,3106.56777,1.02945,3106.56777,1.03937
3104.63942,1.01604,3104.63942,1.02954,3104.63942,1.03934
3102.71108,1.01451,3102.71108,1.02959,3102.71108,1.03919
3100.78273,1.01304,3100.78273,1.02953,3100.78273,1.03909
3098.85438,1.01177,3098.85438,1.02940,3098.85438,1.03914
3096.92603,1.01070,3096.92603,1.02937,3096.92603,1.03927
3094.99769,1.01004,3094.99769,1.02940,3094.99769,1.03935
3093.06934,1.00985,3093.06934,1.02933,3093.06934,1.03929
3091.14099,1.01004,3091.14099,1.02917,3091.14099,1.03915
3089.21264,1.01059,3089.21264,1.02907,3089.21264,1.03904
3087.28430,1.01123,3087.28430,1.02908,3087.28430,1.03898
3085.35595,1.01170,3085.35595,1.02917,3085.35595,1.03894
3083.42760,1.01195,3083.42760,1.02929,3083.42760,1.03886
3081.49925,1.01202,3081.49925,1.02937,3081.49925,1.03876
3079.57091,1.01201,3079.57091,1.02935,3079.57091,1.03874
3077.64256,1.01202,3077.64256,1.02938,3077.64256,1.03877
3075.71421,1.01208,3075.71421,1.02945,3075.71421,1.03876
3073.78586,1.01216,3073.78586,1.02943,3073.78586,1.03872
3071.85752,1.01224,3071.85752,1.02934,3071.85752,1.03867
3069.92917,1.01233,3069.92917,1.02929,3069.92917,1.03863
3068.00082,1.01252,3068.00082,1.02929,3068.00082,1.03863
3066.07247,1.01282,3066.07247,1.02928,3066.07247,1.03862
3064.14413,1.01317,3064.14413,1.02916,3064.14413,1.03851
3062.21578,1.01353,3062.21578,1.02898,3062.21578,1.03832
3060.28743,1.01381,3060.28743,1.02894,3060.28743,1.03807
3058.35908,1.01394,3058.35908,1.02901,3058.35908,1.03774
3056.43074,1.01405,3056.43074,1.02903,3056.43074,1.03749
3054.50239,1.01425,3054.50239,1.02898,3054.50239,1.03731
3052.57404,1.01446,3052.57404,1.02897,3052.57404,1.03704
3050.64569,1.01480,3050.64569,1.02898,3050.64569,1.03673
3048.71735,1.01539,3048.71735,1.02893,3048.71735,1.03644
3046.78900,1.01609,3046.78900,1.02888,3046.78900,1.03602
3044.86065,1.01682,3044.86065,1.02883,3044.86065,1.03544
3042.93231,1.01752,3042.93231,1.02875,3042.93231,1.03482
3041.00396,1.01806,3041.00396,1.02881,3041.00396,1.03406
3039.07561,1.01848,3039.07561,1.02905,3039.07561,1.03310
3037.14726,1.01903,3037.14726,1.02924,3037.14726,1.03216
3035.21892,1.01981,3035.21892,1.02925,3035.21892,1.03135
3033.29057,1.02069,3033.29057,1.02923,3033.29057,1.03054
3031.36222,1.02166,3031.36222,1.02923,3031.36222,1.02953
3029.43387,1.02290,3029.43387,1.02915,3029.43387,1.02828
3027.50553,1.02441,3027.50553,1.02903,3027.50553,1.02697
3025.57718,1.02605,3025.57718,1.02891,3025.57718,1.02572
3023.64883,1.02762,3023.64883,1.02882,3023.64883,1.02445
3021.72048,1.02906,3021.72048,1.02877,3021.72048,1.02309
3019.79214,1.03040,3019.79214,1.02874,3019.79214,1.02165
3017.86379,1.03152,3017.86379,1.02878,3017.86379,1.02016
3015.93544,1.03234,3015.93544,1.02881,3015.93544,1.01867
3014.00709,1.03285,3014.00709,1.02871,3014.00709,1.01714
3012.07875,1.03285,3012.07875,1.02853,3012.07875,1.01544
3010.15040,1.03237,3010.15040,1.02835,3010.15040,1.01351
3008.22205,1.03171,3008.22205,1.02817,3008.22205,1.01145
3006.29370,1.03117,3006.29370,1.02798,3006.29370,1.00937
3004.36536,1.03086,3004.36536,1.02773,3004.36536,1.00731
3002.43701,1.03069,3002.43701,1.02741,3002.43701,1.00533
3000.50866,1.03069,3000.50866,1.02710,3000.50866,1.00352
2998.58031,1.03101,2998.58031,1.02693,2998.58031,1.00202
2996.65197,1.03132,2996.65197,1.02653,2996.65197,1.00094
2994.72362,1.03165,2994.72362,1.02598,2994.72362,1.00043
2992.79527,1.03198,2992.79527,1.02527,2992.79527,1.00049
2990.86692,1.03211,2990.86692,1.02449,2990.86692,1.00112
2988.93858,1.03218,2988.93858,1.02353,2988.93858,1.00236
2987.01023,1.03250,2987.01023,1.02214,2987.01023,1.00418
2985.08188,1.03299,2985.08188,1.02027,2985.08188,1.00643
2983.15353,1.03361,2983.15353,1.01797,2983.15353,1.00895
2981.22519,1.03440,2981.22519,1.01510,2981.22519,1.01159
2979.29684,1.03501,2979.29684,1.01127,2979.29684,1.01410
2977.36849,1.03526,2977.36849,1.00615,2977.36849,1.01610
2975.44014,1.03543,2975.44014,0.99956,2975.44014,1.01738
2973.51180,1.03554,2973.51180,0.99123,2973.51180,1.01787
2971.58345,1.03547,2971.58345,0.98086,2971.58345,1.01749
2969.65510,1.03537,2969.65510,0.96866,2969.65510,1.01633
2967.72675,1.03538,2967.72675,0.95552,2967.72675,1.01452
2965.79841,1.03537,2965.79841,0.94318,2965.79841,1.01202
2963.87006,1.03533,2963.87006,0.93428,2963.87006,1.00872
2961.94171,1.03542,2961.94171,0.93147,2961.94171,1.00472
2960.01336,1.03566,2960.01336,0.93587,2960.01336,1.00011
2958.08502,1.03594,2958.08502,0.94630,2958.08502,0.99498
2956.15667,1.03627,2956.15667,0.96000,2956.15667,0.98967
2954.22832,1.03667,2954.22832,0.97411,2954.22832,0.98462
2952.29997,1.03707,2952.29997,0.98662,2952.29997,0.98066
2950.37163,1.03744,2950.37163,0.99660,2950.37163,0.97895
2948.44328,1.03775,2948.44328,1.00409,2948.44328,0.98015
2946.51493,1.03793,2946.51493,1.00970,2946.51493,0.98388
2944.58658,1.03797,2944.58658,1.01397,2944.58658,0.98908
2942.65824,1.03807,2942.65824,1.01718,2942.65824,0.99450
2940.72989,1.03823,2940.72989,1.01955,2940.72989,0.99910
2938.80154,1.03828,2938.80154,1.02142,2938.80154,1.00251
2936.87319,1.03822,2936.87319,1.02303,2936.87319,1.00494
2934.94485,1.03810,2934.94485,1.02434,2934.94485,1.00663
2933.01650,1.03791,2933.01650,1.02528,2933.01650,1.00779
2931.08815,1.03774,2931.08815,1.02601,2931.08815,1.00880
2929.15980,1.03762,2929.15980,1.02658,2929.15980,1.00996
2927.23146,1.03739,2927.23146,1.02691,2927.23146,1.01109
2925.30311,1.03711,2925.30311,1.02700,2925.30311,1.01208
2923.37476,1.03696,2923.37476,1.02692,2923.37476,1.01322
2921.44641,1.03702,2921.44641,1.02650,2921.44641,1.01448
2919.51807,1.03732,2919.51807,1.02572,2919.51807,1.01555
2917.58972,1.03789,2917.58972,1.02488,2917.58972,1.01647
2915.66137,1.03850,2915.66137,1.02406,2915.66137,1.01741
2913.73302,1.03889,2913.73302,1.02302,2913.73302,1.01830
2911.80468,1.03904,2911.80468,1.02162,2911.80468,1.01900
2909.87633,1.03909,2909.87633,1.02003,2909.87633,1.01961
2907.94798,1.03909,2907.94798,1.01854,2907.94798,1.02026
2906.01963,1.03908,2906.01963,1.01741,2906.01963,1.02100
2904.09129,1.03912,2904.09129,1.01698,2904.09129,1.02189
2902.16294,1.03922,2902.16294,1.01738,2902.16294,1.02281
2900.23459,1.03937,2900.23459,1.01840,2900.23459,1.02369
2898.30624,1.03956,2898.30624,1.01974,2898.30624,1.02449
2896.37790,1.03972,2896.37790,1.02122,2896.37790,1.02516
2894.44955,1.03983,2894.44955,1.02266,2894.44955,1.02573
2892.52120,1.03985,2892.52120,1.02391,2892.52120,1.02619
2890.59286,1.03976,2890.59286,1.02492,2890.59286,1.02656
2888.66451,1.03966,2888.66451,1.02567,2888.66451,1.02694
2886.73616,1.03961,2886.73616,1.02625,2886.73616,1.02740
2884.80781,1.03961,2884.80781,1.02679,2884.80781,1.02800
2882.87947,1.03961,2882.87947,1.02727,2882.87947,1.02875
2880.95112,1.03960,2880.95112,1.02761,2880.95112,1.02962
2879.02277,1.03966,2879.02277,1.02788,2879.02277,1.03061
2877.09442,1.03981,2877.09442,1.02822,2877.09442,1.03160
2875.16608,1.03987,2875.16608,1.02869,2875.16608,1.03242
2873.23773,1.03978,2873.23773,1.02926,2873.23773,1.03301
2871.30938,1.03968,2871.30938,1.02975,2871.30938,1.03348
2869.38103,1.03975,2869.38103,1.03001,2869.38103,1.03398
2867.45269,1.04007,2867.45269,1.03015,2867.45269,1.03458
2865.52434,1.04043,2865.52434,1.03033,2865.52434,1.03512
2863.59599,1.04057,2863.59599,1.03053,2863.59599,1.03543
2861.66764,1.04050,2861.66764,1.03071,2861.66764,1.03553
2859.73930,1.04036,2859.73930,1.03085,2859.73930,1.03551
2857.81095,1.04020,2857.81095,1.03093,2857.81095,1.03538
2855.88260,1.04006,2855.88260,1.03092,2855.88260,1.03514
2853.95425,1.03999,2853.95425,1.03091,2853.95425,1.03485
2852.02591,1.04006,2852.02591,1.03092,2852.02591,1.03454
2850.09756,1.04028,2850.09756,1.03087,2850.09756,1.03411
2848.16921,1.04060,2848.16921,1.03077,2848.16921,1.03352
2846.24086,1.04087,2846.24086,1.03066,2846.24086,1.03280
2844.31252,1.04100,2844.31252,1.03050,2844.31252,1.03220
2842.38417,1.04111,2842.38417,1.03031,2842.38417,1.03192
2840.45582,1.04129,2840.45582,1.03019,2840.45582,1.03199
2838.52747,1.04143,2838.52747,1.03008,2838.52747,1.03235
2836.59913,1.04146,2836.59913,1.02995,2836.59913,1.03297
2834.67078,1.04145,2834.67078,1.02990,2834.67078,1.03375
2832.74243,1.04142,2832.74243,1.02995,2832.74243,1.03458
2830.81408,1.04138,2830.81408,1.03003,2830.81408,1.03534
2828.88574,1.04138,2828.88574,1.03003,2828.88574,1.03599
2826.95739,1.04144,2826.95739,1.02994,2826.95739,1.03662
2825.02904,1.04158,2825.02904,1.02987,2825.02904,1.03712
2823.10069,1.04174,2823.10069,1.02988,2823.10069,1.03742
2821.17235,1.04176,2821.17235,1.02992,2821.17235,1.03766
2819.24400,1.04172,2819.24400,1.02989,2819.24400,1.03788
2817.31565,1.04178,2817.31565,1.02979,2817.31565,1.03807
2815.38730,1.04188,2815.38730,1.02970,2815.38730,1.03822
2813.45896,1.04192,2813.45896,1.02964,2813.45896,1.03839
2811.53061,1.04196,2811.53061,1.02969,2811.53061,1.03856
2809.60226,1.04204,2809.60226,1.02990,2809.60226,1.03868
2807.67391,1.04210,2807.67391,1.03002,2807.67391,1.03879
2805.74557,1.04211,2805.74557,1.02994,2805.74557,1.03895
2803.81722,1.04208,2803.81722,1.02981,2803.81722,1.03905
2801.88887,1.04207,2801.88887,1.02976,2801.88887,1.03909
2799.96052,1.04209,2799.96052,1.02971,2799.96052,1.03915
2798.03218,1.04203,2798.03218,1.02967,2798.03218,1.03921
2796.10383,1.04179,2796.10383,1.02971,2796.10383,1.03921
2794.17548,1.04145,2794.17548,1.02981,2794.17548,1.03918
2792.24713,1.04106,2792.24713,1.02990,2792.24713,1.03914
2790.31879,1.04059,2790.31879,1.02998,2790.31879,1.03911
2788.39044,1.03997,2788.39044,1.03009,2788.39044,1.03911
2786.46209,1.03917,2786.46209,1.03027,2786.46209,1.03914
2784.53374,1.03841,2784.53374,1.03055,2784.53374,1.03914
2782.60540,1.03795,2782.60540,1.03082,2782.60540,1.03916
2780.67705,1.03784,2780.67705,1.03097,2780.67705,1.03925
2778.74870,1.03799,2778.74870,1.03102,2778.74870,1.03930
2776.82035,1.03830,2776.82035,1.03108,2776.82035,1.03920
2774.89201,1.03871,2774.89201,1.03125,2774.89201,1.03910
2772.96366,1.03913,2772.96366,1.03152,2772.96366,1.03909
2771.03531,1.03952,2771.03531,1.03176,2771.03531,1.03908
2769.10696,1.03991,2769.10696,1.03187,2769.10696,1.03907
2767.17862,1.04032,2767.17862,1.03190,2767.17862,1.03919
2765.25027,1.04071,2765.25027,1.03194,2765.25027,1.03935
2763.32192,1.04101,2763.32192,1.03203,2763.32192,1.03943
2761.39357,1.04120,2761.39357,1.03214,2761.39357,1.03941
2759.46523,1.04127,2759.46523,1.03220,2759.46523,1.03935
2757.53688,1.04133,2757.53688,1.03218,2757.53688,1.03935
2755.60853,1.04137,2755.60853,1.03214,2755.60853,1.03940
2753.68018,1.04143,2753.68018,1.03218,2753.68018,1.03949
2751.75184,1.04152,2751.75184,1.03224,2751.75184,1.03957
2749.82349,1.04161,2749.82349,1.03223,2749.82349,1.03962
2747.89514,1.04166,2747.89514,1.03226,2747.89514,1.03970
2745.96679,1.04165,2745.96679,1.03241,2745.96679,1.03980
2744.03845,1.04159,2744.03845,1.03259,2744.03845,1.03976
2742.11010,1.04155,2742.11010,1.03269,2742.11010,1.03960
2740.18175,1.04162,2740.18175,1.03265,2740.18175,1.03948
2738.25341,1.04177,2738.25341,1.03255,2738.25341,1.03950
2736.32506,1.04183,2736.32506,1.03256,2736.32506,1.03957
2734.39671,1.04179,2734.39671,1.03262,2734.39671,1.03963
2732.46836,1.04181,2732.46836,1.03263,2732.46836,1.03970
2730.54002,1.04196,2730.54002,1.03265,2730.54002,1.03975
2728.61167,1.04215,2728.61167,1.03273,2728.61167,1.03978
2726.68332,1.04234,2726.68332,1.03283,2726.68332,1.03980
2724.75497,1.04243,2724.75497,1.03288,2724.75497,1.03980
2722.82663,1.04239,2722.82663,1.03282,2722.82663,1.03983
2720.89828,1.04235,2720.89828,1.03276,2720.89828,1.03987
2718.96993,1.04244,2718.96993,1.03275,2718.96993,1.03990
2717.04158,1.04263,2717.04158,1.03278,2717.04158,1.03996
2715.11324,1.04275,2715.11324,1.03287,2715.11324,1.03996
2713.18489,1.04274,2713.18489,1.03298,2713.18489,1.03986
2711.25654,1.04278,2711.25654,1.03302,2711.25654,1.03981
2709.32819,1.04290,2709.32819,1.03300,2709.32819,1.03986
2707.39985,1.04301,2707.39985,1.03301,2707.39985,1.03989
2705.47150,1.04307,2705.47150,1.03303,2705.47150,1.03989
2703.54315,1.04318,2703.54315,1.03302,2703.54315,1.03992
2701.61480,1.04334,2701.61480,1.03302,2701.61480,1.03994
2699.68646,1.04349,2699.68646,1.03305,2699.68646,1.03995
2697.75811,1.04360,2697.75811,1.03304,2697.75811,1.03995
2695.82976,1.04369,2695.82976,1.03293,2695.82976,1.03990
2693.90141,1.04378,2693.90141,1.03280,2693.90141,1.03982
2691.97307,1.04386,2691.97307,1.03282,2691.97307,1.03976
2690.04472,1.04389,2690.04472,1.03295,2690.04472,1.03975
2688.11637,1.04389,2688.11637,1.03304,2688.11637,1.03976
2686.18802,1.04390,2686.18802,1.03313,2686.18802,1.03975
2684.25968,1.04392,2684.25968,1.03325,2684.25968,1.03969
2682.33133,1.04396,2682.33133,1.03328,2682.33133,1.03964
2680.40298,1.04401,2680.40298,1.03321,2680.40298,1.03968
2678.47463,1.04397,2678.47463,1.03324,2678.47463,1.03973
2676.54629,1.04387,2676.54629,1.03335,2676.54629,1.03974
2674.61794,1.04385,2674.61794,1.03336,2674.61794,1.03978
2672.68959,1.04386,2672.68959,1.03328,2672.68959,1.03984
2670.76124,1.04376,2670.76124,1.03324,2670.76124,1.03982
