x-axis (inverse cm), DICING_transmission_spectrum (percent), PDMS_transmission_spectrum (percent), x-axis (inverse cm), KAPTON_transmission_spectrum (percent), PMMA_transmission_spectrum (percent)
1330.55885,0.96829,1.03533,1330.55885,0.97183,0.86862
1328.6305,0.97007,1.03497,1328.6305,0.98206,0.87679
1326.70216,0.97176,1.03461,1326.70216,0.98581,0.88299
1324.77381,0.97328,1.03416,1324.77381,0.98575,0.88739
1322.84546,0.97466,1.03358,1322.84546,0.98349,0.89014
1320.91712,0.97597,1.03297,1320.91712,0.97997,0.89122
1318.98877,0.97727,1.0324,1318.98877,0.97569,0.8905
1317.06043,0.97851,1.03187,1317.06043,0.97086,0.88777
1315.13208,0.97957,1.03127,1315.13208,0.96533,0.88258
1313.20373,0.98047,1.03067,1313.20373,0.95881,0.87436
1311.27539,0.98134,1.03023,1311.27539,0.95125,0.86307
1309.34704,0.98209,1.02982,1309.34704,0.94273,0.84979
1307.41869,0.98264,1.02929,1307.41869,0.93333,0.8379
1305.49035,0.98312,1.02866,1305.49035,0.92292,0.83259
1303.562,0.98363,1.02789,1303.562,0.91093,0.8361
1301.63366,0.98415,1.02695,1301.63366,0.89666,0.8442
1299.70531,0.9844,1.02594,1299.70531,0.87993,0.84981
1297.77696,0.98397,1.02493,1297.77696,0.86128,0.84897
1295.84862,0.98248,1.02381,1295.84862,0.84153,0.84261
1293.92027,0.97988,1.02245,1293.92027,0.82132,0.83386
1291.99193,0.97624,1.02088,1291.99193,0.80092,0.82508
1290.06358,0.9717,1.01909,1290.06358,0.78025,0.8179
1288.13523,0.96645,1.0171,1288.13523,0.75889,0.81509
1286.20689,0.96076,1.01494,1286.20689,0.73643,0.81938
1284.27854,0.95469,1.01242,1284.27854,0.71274,0.83024
1282.35019,0.94793,1.00919,1282.35019,0.68799,0.84419
1280.42185,0.9401,1.00502,1280.42185,0.66266,0.85762
1278.4935,0.93094,0.99957,1278.4935,0.63745,0.86811
1276.56516,0.92032,0.99207,1276.56516,0.61294,0.87442
1274.63681,0.90827,0.9812,1274.63681,0.58918,0.87639
1272.70846,0.89468,0.9648,1272.70846,0.56557,0.87438
1270.78012,0.87899,0.93931,1270.78012,0.54135,0.86853
1268.85177,0.86073,0.90037,1268.85177,0.51623,0.85857
1266.92343,0.84119,0.84542,1266.92343,0.4905,0.844
1264.99508,0.8242,0.77786,1264.99508,0.46497,0.82381
1263.06673,0.81356,0.70907,1263.06673,0.44114,0.79626
1261.13839,0.80956,0.65445,1261.13839,0.42045,0.75959
1259.21004,0.80916,0.62557,1259.21004,0.40328,0.71418
1257.28169,0.80965,0.62478,1257.28169,0.38863,0.66372
1255.35335,0.81181,0.64687,1255.35335,0.37501,0.6137
1253.425,0.81819,0.68627,1253.425,0.36194,0.5695
1251.49666,0.82868,0.74049,1251.49666,0.35046,0.53474
1249.56831,0.84019,0.80467,1249.56831,0.34225,0.51006
1247.63996,0.85036,0.86711,1247.63996,0.33889,0.49401
1245.71162,0.85899,0.91623,1245.71162,0.34186,0.48498
1243.78327,0.86655,0.94897,1243.78327,0.35282,0.48216
1241.85493,0.87345,0.96919,1241.85493,0.37356,0.48521
1239.92658,0.88019,0.98168,1239.92658,0.40547,0.49373
1237.99823,0.88709,0.98948,1237.99823,0.44845,0.50709
1236.06989,0.894,0.99431,1236.06989,0.49999,0.52453
1234.14154,0.90045,0.99727,1234.14154,0.55544,0.54508
1232.21319,0.90606,0.99894,1232.21319,0.60907,0.56767
1230.28485,0.91123,0.99949,1230.28485,0.65588,0.59137
1228.3565,0.91706,0.99904,1228.3565,0.69317,0.61551
1226.42816,0.92395,0.9978,1226.42816,0.7215,0.63952
1224.49981,0.93078,0.99599,1224.49981,0.74424,0.66282
1222.57146,0.93602,0.9937,1222.57146,0.76578,0.685
1220.64312,0.93895,0.99091,1220.64312,0.78858,0.7059
1218.71477,0.93986,0.98777,1218.71477,0.81173,0.7255
1216.78643,0.93937,0.98437,1216.78643,0.83277,0.74372
1214.85808,0.93812,0.9808,1214.85808,0.85016,0.7602
1212.92973,0.93655,0.9771,1212.92973,0.86408,0.7742
1211.00139,0.93482,0.97331,1211.00139,0.8755,0.78492
1209.07304,0.933,0.9696,1209.07304,0.88546,0.79215
1207.14469,0.93112,0.96609,1207.14469,0.8948,0.79668
1205.21635,0.92902,0.96278,1205.21635,0.90376,0.79984
1203.288,0.92658,0.95968,1203.288,0.91206,0.80304
1201.35966,0.92391,0.95679,1201.35966,0.91955,0.80726
1199.43131,0.92111,0.95392,1199.43131,0.92631,0.81242
1197.50296,0.91859,0.95141,1197.50296,0.93245,0.81731
1195.57462,0.91645,0.94929,1195.57462,0.93801,0.81976
1193.64627,0.91462,0.9474,1193.64627,0.94286,0.81784
1191.71793,0.91304,0.94569,1191.71793,0.94688,0.81157
1189.78958,0.9117,0.94429,1189.78958,0.95001,0.80373
1187.86123,0.9106,0.94325,1187.86123,0.95207,0.79858
1185.93289,0.90959,0.94247,1185.93289,0.95286,0.79897
1184.00454,0.90843,0.94174,1184.00454,0.95217,0.80454
1182.07619,0.9071,0.94102,1182.07619,0.95003,0.81187
1180.14785,0.90565,0.94038,1180.14785,0.94704,0.81609
1178.2195,0.90428,0.93981,1178.2195,0.94419,0.81271
1176.29116,0.9032,0.93922,1176.29116,0.94247,0.79941
1174.36281,0.90246,0.93852,1174.36281,0.94274,0.77732
1172.43446,0.90222,0.93774,1172.43446,0.94549,0.7508
1170.50612,0.90274,0.93701,1170.50612,0.95023,0.72541
1168.57777,0.904,0.93635,1168.57777,0.95523,0.70661
1166.64943,0.90596,0.9357,1166.64943,0.95855,0.70053
1164.72108,0.90868,0.935,1164.72108,0.95927,0.71135
1162.79273,0.91199,0.93417,1162.79273,0.95766,0.73606
1160.86439,0.91556,0.93317,1160.86439,0.95453,0.76729
1158.93604,0.91889,0.93199,1158.93604,0.95051,0.79938
1157.00769,0.92144,0.93059,1157.00769,0.94552,0.82812
1155.07935,0.92289,0.92896,1155.07935,0.93919,0.84998
1153.151,0.92312,0.92707,1153.151,0.93128,0.86412
1151.22266,0.92204,0.92489,1151.22266,0.92164,0.87215
1149.29431,0.91974,0.92233,1149.29431,0.91,0.87598
1147.36596,0.9167,0.91925,1147.36596,0.89583,0.87647
1145.43762,0.91337,0.91548,1145.43762,0.87827,0.87364
1143.50927,0.91002,0.91099,1143.50927,0.85632,0.8668
1141.58092,0.907,0.90594,1141.58092,0.82893,0.85426
1139.65258,0.90466,0.90061,1139.65258,0.79503,0.83399
1137.72423,0.90294,0.89531,1137.72423,0.75408,0.80696
1135.79589,0.90136,0.89013,1135.79589,0.70725,0.77875
1133.86754,0.89926,0.88493,1133.86754,0.65816,0.75443
1131.93919,0.8961,0.87929,1131.93919,0.61195,0.73278
1130.01085,0.89161,0.87271,1130.01085,0.57317,0.70943
1128.0825,0.88555,0.86487,1128.0825,0.54415,0.68309
1126.15416,0.87774,0.85561,1126.15416,0.52484,0.65592
1124.22581,0.86845,0.84489,1124.22581,0.51399,0.62944
1122.29746,0.85864,0.83293,1122.29746,0.51044,0.60228
1120.36912,0.8496,0.81987,1120.36912,0.51331,0.57205
1118.44077,0.84252,0.80554,1118.44077,0.5209,0.53949
1116.51242,0.83792,0.7899,1116.51242,0.52859,0.5111
1114.58408,0.83543,0.77304,1114.58408,0.53051,0.4974
1112.65573,0.83414,0.75499,1112.65573,0.5262,0.50686
1110.72739,0.83289,0.73582,1110.72739,0.52002,0.53795
1108.79904,0.83023,0.71564,1108.79904,0.51273,0.57703
1106.87069,0.82532,0.69453,1106.87069,0.50152,0.60698
1104.94235,0.81958,0.67263,1104.94235,0.48648,0.618
1103.014,0.8162,0.65019,1103.014,0.4711,0.61056
1101.08566,0.81729,0.62749,1101.08566,0.45923,0.5916
1099.15731,0.82198,0.60483,1099.15731,0.45387,0.56933
1097.22896,0.82769,0.58247,1097.22896,0.45673,0.54892
1095.30062,0.83248,0.56065,1095.30062,0.46811,0.53213
1093.37227,0.83589,0.53976,1093.37227,0.48697,0.52005
1091.44392,0.83836,0.52017,1091.44392,0.51133,0.5143
1089.51558,0.84059,0.50212,1089.51558,0.53903,0.51582
1087.58723,0.84293,0.4858,1087.58723,0.56854,0.52437
1085.65889,0.8455,0.47133,1085.65889,0.5994,0.53899
1083.73054,0.84844,0.4587,1083.73054,0.63197,0.55852
1081.80219,0.85183,0.44774,1081.80219,0.66659,0.58132
1079.87385,0.85573,0.4383,1079.87385,0.70247,0.60508
1077.9455,0.86027,0.43033,1077.9455,0.73761,0.62737
1076.01716,0.86548,0.42387,1076.01716,0.7697,0.64719
1074.08881,0.87105,0.41887,1074.08881,0.79721,0.66533
1072.16046,0.87647,0.41509,1072.16046,0.8199,0.6832
1070.23212,0.88148,0.41228,1070.23212,0.83837,0.70169
1068.30377,0.88589,0.41031,1068.30377,0.85355,0.72064
1066.37542,0.88966,0.40915,1066.37542,0.86627,0.73893
1064.44708,0.89305,0.40886,1064.44708,0.87708,0.75549
1062.51873,0.89654,0.40944,1062.51873,0.88611,0.76988
1060.59039,0.9005,0.41078,1060.59039,0.89324,0.78212
1058.66204,0.90485,0.41276,1058.66204,0.89826,0.79236
1056.73369,0.90926,0.41529,1056.73369,0.90108,0.80075
1054.80535,0.91353,0.41825,1054.80535,0.90171,0.80748
1052.877,0.9176,0.42142,1052.877,0.90038,0.81298
1050.94866,0.92135,0.42468,1050.94866,0.89762,0.81802
1049.02031,0.92474,0.42801,1049.02031,0.89421,0.82347
1047.09196,0.92779,0.43133,1047.09196,0.89094,0.82977
1045.16362,0.93038,0.43443,1045.16362,0.88868,0.83664
1043.23527,0.93244,0.43698,1043.23527,0.88821,0.84357
1041.30692,0.93401,0.43869,1041.30692,0.88985,0.85005
1039.37858,0.93514,0.43946,1039.37858,0.89331,0.85584
1037.45023,0.93589,0.43922,1037.45023,0.89793,0.86105
1035.52189,0.93626,0.43784,1035.52189,0.9028,0.86609
1033.59354,0.93601,0.43511,1033.59354,0.90666,0.87132
1031.66519,0.93497,0.43083,1031.66519,0.90719,0.87672
1029.73685,0.93336,0.42492,1029.73685,0.89819,0.88184
1027.8085,0.93135,0.41734,1027.8085,0.86718,0.88569
1025.88016,0.92861,0.40793,1025.88016,0.8091,0.88641
1023.95181,0.92428,0.39672,1023.95181,0.74541,0.88228
1022.02346,0.91762,0.38404,1022.02346,0.70342,0.87471
1020.09512,0.91061,0.37052,1020.09512,0.6852,0.86618
1018.16677,0.90792,0.35726,1018.16677,0.68639,0.85583
1016.23842,0.91117,0.34607,1016.23842,0.7153,0.84408
1014.31008,0.917,0.33948,1014.31008,0.77025,0.8376
1012.38173,0.92257,0.34023,1012.38173,0.82969,0.84328
1010.45339,0.92802,0.35046,1010.45339,0.87507,0.86001
1008.52504,0.93384,0.3709,1008.52504,0.90432,0.87929
1006.59669,0.93962,0.4006,1006.59669,0.9231,0.89425
1004.66835,0.94484,0.43751,1004.66835,0.93571,0.90432
1002.74,0.94935,0.47902,1002.74,0.9444,0.91141
1000.81166,0.95308,0.5224,1000.81166,0.95061,0.91683
998.88331,0.95593,0.56553,998.88331,0.9552,0.92142
996.95496,0.95807,0.60714,996.95496,0.95854,0.92558
995.02662,0.95988,0.64649,995.02662,0.96041,0.92918
993.09827,0.96142,0.68314,993.09827,0.96008,0.93166
991.16992,0.96254,0.71704,991.16992,0.95763,0.9327
989.24158,0.96315,0.74836,989.24158,0.95555,0.93244
987.31323,0.96323,0.77727,987.31323,0.95631,0.93134
985.38489,0.9628,0.8039,985.38489,0.95861,0.92997
983.45654,0.96182,0.82829,983.45654,0.95903,0.92879
981.52819,0.96028,0.85043,981.52819,0.95581,0.92792
979.59985,0.95822,0.87021,979.59985,0.94879,0.9274
977.6715,0.95572,0.8877,977.6715,0.9379,0.9274
975.74316,0.95292,0.90314,975.74316,0.92358,0.92788
973.81481,0.94993,0.91668,973.81481,0.90876,0.92848
971.88646,0.94684,0.92838,971.88646,0.8993,0.92884
969.95812,0.94375,0.93844,969.95812,0.89986,0.9288
968.02977,0.94077,0.94711,968.02977,0.90949,0.92843
966.10142,0.93794,0.95458,966.10142,0.92305,0.92769
964.17308,0.93523,0.96097,964.17308,0.93619,0.92647
962.24473,0.93273,0.96635,962.24473,0.94732,0.92477
960.31639,0.93076,0.97093,960.31639,0.95632,0.92277
958.38804,0.92997,0.97501,958.38804,0.96351,0.92083
956.45969,0.93108,0.97883,956.45969,0.96922,0.91935
954.53135,0.93458,0.98246,954.53135,0.97367,0.91855
952.603,0.94006,0.98606,952.603,0.97715,0.91804
950.67466,0.94637,0.98951,950.67466,0.97993,0.9168
948.74631,0.95241,0.99246,948.74631,0.98219,0.91379
946.81796,0.95769,0.9948,946.81796,0.9841,0.9087
944.88962,0.96212,0.99658,944.88962,0.98582,0.90206
942.96127,0.9657,0.99789,942.96127,0.9874,0.89487
941.03292,0.96859,0.99893,941.03292,0.98893,0.8883
939.10458,0.97108,0.99981,939.10458,0.99035,0.8834
937.17623,0.9732,1.00042,937.17623,0.99155,0.8807
935.24789,0.97487,1.00077,935.24789,0.99259,0.88021
933.31954,0.97624,1.00092,933.31954,0.99357,0.88147
931.39119,0.97727,1.00078,931.39119,0.99436,0.88354
929.46285,0.9779,1.00033,929.46285,0.99495,0.88528
927.5345,0.97838,0.99968,927.5345,0.99551,0.88584
925.60616,0.97892,0.99878,925.60616,0.99609,0.88442
923.67781,0.97958,0.99745,923.67781,0.99654,0.87969
921.74946,0.98047,0.99564,921.74946,0.99684,0.87034
919.82112,0.98162,0.99347,919.82112,0.99691,0.85867
917.89277,0.98288,0.9909,917.89277,0.99652,0.85198
915.96442,0.98413,0.98779,915.96442,0.99557,0.85455
914.03608,0.98532,0.98428,914.03608,0.99392,0.86332
912.10773,0.98642,0.98097,912.10773,0.99146,0.87493
910.17939,0.98759,0.97837,910.17939,0.98823,0.88871
908.25104,0.98882,0.97645,908.25104,0.98422,0.90345
906.32269,0.99001,0.97495,906.32269,0.97957,0.91722
904.39435,0.99104,0.97355,904.39435,0.97477,0.9286
902.466,0.99183,0.97187,902.466,0.97036,0.93703
900.53766,0.99241,0.96962,900.53766,0.96682,0.94275
898.60931,0.99289,0.96666,898.60931,0.96461,0.94616
896.68096,0.99323,0.96296,896.68096,0.96374,0.94687
894.75262,0.99332,0.95854,894.75262,0.96377,0.94333
892.82427,0.9932,0.95331,892.82427,0.96405,0.93287
890.89592,0.99292,0.94713,890.89592,0.96383,0.91156
888.96758,0.99231,0.9399,888.96758,0.96226,0.87625
887.03923,0.99104,0.93128,887.03923,0.95837,0.83124
885.11089,0.98899,0.92082,885.11089,0.95154,0.79197
883.18254,0.9861,0.90823,883.18254,0.9414,0.77396
881.25419,0.98213,0.89331,881.25419,0.92722,0.77946
879.32585,0.97705,0.87588,879.32585,0.90743,0.79949
877.3975,0.97134,0.85578,877.3975,0.87768,0.82282
875.46916,0.96605,0.83309,875.46916,0.83068,0.84104
873.54081,0.96217,0.80829,873.54081,0.77535,0.85009
871.61246,0.95992,0.7827,871.61246,0.75043,0.84949
869.68412,0.95909,0.75866,869.68412,0.78031,0.84191
867.75577,0.9594,0.73921,867.75577,0.83694,0.83343
865.82742,0.96055,0.72711,865.82742,0.88153,0.82964
863.89908,0.96232,0.72341,863.89908,0.90537,0.82989
861.97073,0.96442,0.72662,861.97073,0.91574,0.82828
860.04239,0.96631,0.73343,860.04239,0.91842,0.81961
858.11404,0.96742,0.73994,858.11404,0.9163,0.80342
856.18569,0.96735,0.74259,856.18569,0.91084,0.78505
854.25735,0.96601,0.73902,854.25735,0.90304,0.7726
852.329,0.96384,0.72878,852.329,0.89382,0.76996
850.40066,0.96149,0.71326,850.40066,0.88509,0.77372
848.47231,0.95947,0.69545,848.47231,0.88027,0.77824
846.54396,0.95839,0.67962,846.54396,0.88241,0.78061
844.61562,0.95878,0.67027,844.61562,0.89105,0.78051
842.68727,0.96052,0.6705,842.68727,0.90284,0.77856
840.75892,0.96293,0.68072,840.75892,0.91466,0.7753
838.83058,0.96528,0.69838,838.83058,0.92523,0.77042
836.90223,0.96699,0.71899,836.90223,0.93463,0.76215
834.97389,0.96756,0.73753,834.97389,0.94301,0.74793
833.04554,0.96661,0.74982,833.04554,0.95004,0.72668
831.11719,0.96414,0.75335,831.11719,0.95545,0.70009
829.18885,0.96054,0.74683,829.18885,0.95946,0.67043
827.2605,0.95609,0.72981,827.2605,0.96227,0.63815
825.33216,0.95128,0.70347,825.33216,0.96408,0.60368
823.40381,0.94723,0.67132,823.40381,0.96517,0.57004
821.47546,0.9448,0.63849,821.47546,0.9656,0.54218
819.54712,0.94392,0.60935,819.54712,0.96553,0.52496
817.61877,0.94389,0.58548,817.61877,0.96523,0.52231
815.69042,0.94387,0.56528,815.69042,0.96491,0.53236
813.76208,0.9434,0.54536,813.76208,0.96468,0.54053
811.83373,0.94241,0.52264,811.83373,0.96448,0.53261
809.90539,0.94121,0.49568,809.90539,0.9641,0.52022
807.97704,0.94033,0.46463,807.97704,0.96353,0.52841
806.04869,0.94004,0.43067,806.04869,0.96291,0.55803
804.12035,0.94047,0.39555,804.12035,0.96224,0.58757
802.192,0.94186,0.36141,802.192,0.96141,0.60517
800.26366,0.94416,0.33038,800.26366,0.95982,0.61735
798.33531,0.94712,0.30428,798.33531,0.95606,0.63637
796.40696,0.95083,0.28433,796.40696,0.94949,0.66937
794.47862,0.9557,0.2714,794.47862,0.94319,0.71133
792.55027,0.9618,0.26655,792.55027,0.94235,0.75052
790.62192,0.96873,0.27139,790.62192,0.94828,0.78131
788.69358,0.97612,0.28742,788.69358,0.95749,0.80477
786.76523,0.98348,0.31511,786.76523,0.96655,0.82253
784.83689,0.99,0.35308,784.83689,0.97423,0.8352
782.90854,0.99523,0.39801,782.90854,0.98024,0.84272
780.98019,0.99931,0.44582,780.98019,0.98476,0.84489
779.05185,1.00228,0.4932,779.05185,0.9882,0.84245
777.1235,1.00416,0.53788,777.1235,0.99093,0.83818
775.19516,1.00522,0.57832,775.19516,0.99331,0.8364
773.26681,1.0057,0.61377,773.26681,0.99546,0.84032
771.33846,1.00575,0.6443,771.33846,0.99736,0.84984
769.41012,1.00558,0.67004,769.41012,0.99915,0.86224
767.48177,1.00527,0.69019,767.48177,1.00077,0.87472
765.55342,1.00465,0.70299,765.55342,1.00191,0.88525
763.62508,1.00366,0.70632,763.62508,1.00253,0.89232
761.69673,1.00247,0.69932,761.69673,1.00297,0.8948
759.76839,1.00137,0.68512,759.76839,1.00337,0.89237
757.84004,1.00086,0.67206,757.84004,1.00378,0.88698
755.91169,1.00142,0.67058,755.91169,1.00421,0.88208
753.98335,1.00305,0.68638,753.98335,1.00463,0.87959
752.055,1.00528,0.71622,752.055,1.00485,0.88159
750.12666,1.0074,0.75121,750.12666,1.00417,0.89084
748.19831,1.0088,0.78347,748.19831,1.00171,0.9046
746.26996,1.00938,0.80956,746.26996,0.9966,0.91654
744.34162,1.00919,0.8296,744.34162,0.987,0.92494
742.41327,1.00781,0.84496,742.41327,0.9695,0.93116
740.48492,1.00397,0.85713,740.48492,0.93993,0.93524
738.55658,0.99577,0.86733,738.55658,0.89502,0.93542
736.62823,0.98249,0.87628,736.62823,0.83439,0.92702
734.69989,0.96759,0.88403,734.69989,0.76153,0.9015
732.77154,0.95907,0.89045,732.77154,0.68248,0.85133
730.84319,0.96266,0.89573,730.84319,0.60303,0.77846
728.91485,0.97484,0.90024,728.91485,0.52754,0.69507
726.9865,0.98667,0.90414,726.9865,0.463,0.61201
725.05816,0.99355,0.90791,725.05816,0.42168,0.53037
723.12981,0.99809,0.91341,723.12981,0.41092,0.45902
721.20146,0.99884,0.91588,721.20146,0.42759,0.43042
719.27312,0.99825,0.91621,719.27312,0.46475,0.46249
717.34477,0.99615,0.91434,717.34477,0.51713,0.53574
715.41642,0.9922,0.90975,715.41642,0.57583,0.61416
713.48808,0.9875,0.90254,713.48808,0.63021,0.67667
711.55973,0.98225,0.89229,711.55973,0.67549,0.71906
709.63139,0.97661,0.88023,709.63139,0.7124,0.74281
707.70304,0.97099,0.86885,707.70304,0.74335,0.75195
705.77469,0.9656,0.86019,705.77469,0.77002,0.75452
703.84635,0.96068,0.85508,703.84635,0.79367,0.76077
701.918,0.95662,0.85326,701.918,0.81624,0.77618
699.98966,0.95367,0.8536,699.98966,0.83925,0.79753
698.06131,0.95183,0.85476,698.06131,0.86161,0.81788
696.13296,0.95097,0.85571,696.13296,0.8809,0.83334
694.20462,0.9508,0.85587,694.20462,0.89621,0.84423
692.27627,0.95108,0.85533,692.27627,0.90836,0.85239
690.34792,0.95182,0.855,690.34792,0.91833,0.85921
688.41958,0.95317,0.85634,688.41958,0.92642,0.86524
686.49123,0.95506,0.86056,686.49123,0.93245,0.87064
684.56289,0.95719,0.86775,684.56289,0.93648,0.87549
682.63454,0.95927,0.87681,682.63454,0.93932,0.87994
680.70619,0.96127,0.88624,680.70619,0.94225,0.88411
678.77785,0.96343,0.89486,678.77785,0.94633,0.88799
676.8495,0.96626,0.90197,676.8495,0.95178,0.89158
674.92115,0.97031,0.9073,674.92115,0.95786,0.89517
672.99281,0.97533,0.91105,672.99281,0.96311,0.89845
671.06446,0.97893,0.91301,671.06446,0.96651,0.89986
669.13612,0.98043,0.91249,669.13612,0.97003,0.90009
667.20777,0.98411,0.91043,667.20777,0.97541,0.90253
665.27942,0.98993,0.90789,665.27942,0.97908,0.90583
663.35108,0.99223,0.90448,663.35108,0.97975,0.90632
661.42273,0.99037,0.90339,661.42273,0.98081,0.90533
659.49439,0.98754,0.91187,659.49439,0.98239,0.90492
657.56604,0.98391,0.93074,657.56604,0.98377,0.90531
655.63769,0.97864,0.95261,655.63769,0.985,0.90592
653.70935,0.97192,0.96982,653.70935,0.98617,0.90588
651.781,0.96463,0.98069,651.781,0.98666,0.90381
649.85265,0.95732,0.98784,649.85265,0.98605,0.89919